County,Model Year Category,Make,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Utility,Count
Pierce,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,176
Kitsap,2020s,JEEP,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,172
King,2010s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),171
Whatcom,2010s,CHEVROLET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,169
King,2020s,MINI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),169
Pierce,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,167
Thurston,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,165
King,2020s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),162
Pierce,2020s,RIVIAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,161
Whatcom,2020s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,161
Snohomish,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,160
Snohomish,2020s,VOLVO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,160
Clark,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),160
Mason,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,160
Clallam,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLALLAM COUNTY,158
Snohomish,2020s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,158
Grant,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUD NO 2 OF GRANT COUNTY,158
Kitsap,2020s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,157
Benton,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,156
Franklin,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,156
Pierce,2020s,JEEP,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,154
Kitsap,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,151
King,2010s,PORSCHE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),151
Pierce,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,151
Kittitas,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,148
Pierce,2010s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,148
King,2010s,BMW,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),147
Pierce,2020s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),146
Thurston,2020s,JEEP,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,146
Snohomish,2020s,MERCEDES-BENZ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,146
Kitsap,2020s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,146
King,2020s,MITSUBISHI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),145
Kitsap,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,145
Thurston,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,143
Pierce,2010s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,143
Pierce,2020s,JEEP,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),143
Snohomish,2020s,AUDI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,142
Kitsap,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,142
Thurston,2010s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,142
King,2010s,AUDI,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),139
Pierce,2010s,CHEVROLET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),138
King,2020s,MAZDA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),138
Spokane,2010s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,137
Whatcom,2020s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,132
Skagit,2010s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,131
Kitsap,2010s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,131
Island,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,131
King,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),130
Whatcom,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,129
Spokane,2010s,CHEVROLET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,129
Whatcom,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,127
Pierce,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),127
King,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),127
Snohomish,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,124
Clark,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),124
Chelan,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 1 OF CHELAN COUNTY,124
Snohomish,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,123
King,2010s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),123
Jefferson,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,121
King,2010s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),121
Jefferson,2010s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,119
Island,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,117
King,2020s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),116
Snohomish,2010s,KIA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,115
Whatcom,2010s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,115
Yakima,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PACIFICORP,115
Pierce,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,113
Grays Harbor,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF GRAYS HARBOR COUNTY,113
Thurston,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,112
Whatcom,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,112
King,2010s,HONDA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),110
King,2020s,PORSCHE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),110
King,2010s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),109
King,2010s,AUDI,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),109
King,2020s,CADILLAC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),108
Pierce,2020s,NISSAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),107
Clark,2020s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),107
Snohomish,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,107
Snohomish,2010s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,105
Spokane,2020s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,105
Whatcom,2010s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,105
San Juan,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,104
Snohomish,2010s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,103
King,2020s,KIA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),102
Kitsap,2010s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,101
Clark,2020s,BMW,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),99
Island,2010s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,99
Thurston,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,98
Pierce,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),98
Snohomish,2020s,VOLVO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,98
King,2020s,HYUNDAI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),98
Clark,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),98
Spokane,2020s,FORD,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,97
King,2020s,KIA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),96
Whatcom,2010s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,95
Clark,2020s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),94
Whatcom,2020s,JEEP,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,94
Douglas,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUD NO 1 OF DOUGLAS COUNTY,93
Spokane,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||INLAND POWER & LIGHT COMPANY,92
Snohomish,2010s,BMW,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,92
Pierce,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,92
Spokane,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,MODERN ELECTRIC WATER COMPANY,92
King,2020s,FORD,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),90
King,2020s,AUDI,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),90
Kitsap,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,89
Whatcom,2020s,RIVIAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,89
King,2020s,LUCID,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),89
Whatcom,2020s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,88
Snohomish,2010s,CHRYSLER,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,88
Pierce,2020s,VOLKSWAGEN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),87
Clark,2020s,CHEVROLET,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),87
Skagit,2010s,CHEVROLET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,87
Chelan,2010s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,PUD NO 1 OF CHELAN COUNTY,86
Cowlitz,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY,85
Thurston,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,84
Spokane,2010s,NISSAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,MODERN ELECTRIC WATER COMPANY,84
Walla Walla,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PACIFICORP,84
Spokane,2020s,KIA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,83
Pierce,2020s,BMW,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,83
Whatcom,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,83
King,2020s,TESLA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,CITY OF TACOMA - (WA)||TANNER ELECTRIC COOP,82
King,2020s,HYUNDAI,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),82
San Juan,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,82
King,2020s,GENESIS,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),81
Mason,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,81
Pierce,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),80
Kitsap,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC,80
Snohomish,2020s,MAZDA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,PUGET SOUND ENERGY INC,80
King,2020s,KIA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),79
Thurston,2020s,RIVIAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC,78
Benton,2010s,TESLA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),78
Pierce,2020s,HYUNDAI,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),78
Whatcom,2020s,TOYOTA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,78
